tag,slope,trend
awt,3.30705357796157E-07,positive
date-formatting,3.30709600960896E-07,positive
glassfish,3.30710744437606E-07,positive
bloomberg,3.30837409879219E-07,positive
tinkerpop3,3.31015190859343E-07,positive
javascript-marked,3.31026358432537E-07,positive
android-mvvm,3.31124273927618E-07,positive
dst,3.31282752274476E-07,positive
type-inference,3.31740932807973E-07,positive
aws-policies,3.31743616936423E-07,positive
rsync,3.31757740241805E-07,positive
runspace,3.3224340657965E-07,positive
systemd,3.32254350474786E-07,positive
key-bindings,3.32305492120888E-07,positive
android-theme,3.32467490916616E-07,positive
next-link,3.32487587937859E-07,positive
machine-translation,3.32493565128203E-07,positive
snyk,3.32611743374789E-07,positive
apache-axis,3.32648957784937E-07,positive
drupal-7,3.32718694039833E-07,neutral
class-template,3.32806516658016E-07,positive
appium-java,3.32832656569114E-07,positive
flux-influxdb,3.32842869227147E-07,positive
h2o,3.33206815130675E-07,positive
rust-macros,3.33595853157115E-07,positive
laravel-nova,3.33755849154914E-07,positive
nim-lang,3.33818739107342E-07,positive
uvm,3.33978591706391E-07,positive
ttkwidgets,3.33987490503364E-07,positive
jspdf-autotable,3.3403766235113E-07,positive
unsupervised-learning,3.34056749155277E-07,positive
scanpy,3.3428088856936E-07,positive
business-process-management,3.34300947792473E-07,positive
chrome-extension-manifest-v3,3.34348897558645E-07,positive
deck.gl,3.34459431768078E-07,positive
audio-processing,3.34532881054259E-07,positive
voice-recognition,3.34614090435718E-07,positive
vsam,3.3465169248691E-07,neutral
mdm,3.34790638121144E-07,positive
oledb,3.34861088827625E-07,positive
difflib,3.34917908410923E-07,positive
stripes,3.35089461159062E-07,positive
func,3.35115684693366E-07,positive
apache-tika,3.35147246718239E-07,positive
findelement,3.35206469357309E-07,positive
data-quality,3.35227687649202E-07,positive
rustdoc,3.3550636158107E-07,positive
github-for-windows,3.35709169441849E-07,positive
mapped-types,3.35940667150135E-07,positive
ingress-controller,3.3601671628728E-07,positive
cheminformatics,3.36023220483242E-07,positive
rolling-computation,3.36059361087817E-07,positive
conan,3.3609569845567E-07,positive
pulsar,3.36129227668257E-07,neutral
memcached,3.36235546117849E-07,positive
dialogflow-es,3.36236273727061E-07,neutral
aws-codecommit,3.36311118723081E-07,positive
password-encryption,3.36367952327226E-07,positive
threadx,3.36410202202171E-07,positive
hibernate-envers,3.36575925558561E-07,positive
semantic-release,3.36587724651387E-07,positive
playsound,3.36907743195169E-07,positive
firebase-admin,3.37158959885887E-07,positive
svd,3.37160993002079E-07,positive
go-echo,3.37165684101969E-07,positive
spawn,3.37206210537733E-07,positive
data-lineage,3.37235535013987E-07,positive
ggmap,3.37457668307767E-07,positive
inputstream,3.37569820729357E-07,positive
spring-initializr,3.37583988530979E-07,positive
file-conversion,3.37703496680139E-07,positive
dmn,3.37724940144865E-07,positive
rspec,3.37761823170861E-07,neutral
google-secret-manager,3.37776005532636E-07,positive
core-graphics,3.37873985834979E-07,positive
llvm-ir,3.37885560641224E-07,positive
android-network-security-config,3.37932199392874E-07,positive
zstd,3.37967179470767E-07,positive
multilabel-classification,3.38123065432959E-07,positive
targetsdkversion,3.38289043553682E-07,positive
watchos,3.38337441182351E-07,positive
mpandroidchart,3.38378262419285E-07,positive
fortify,3.38380667047563E-07,positive
dispatch,3.38818516000283E-07,positive
fullscreen,3.38861331617091E-07,positive
shortcode,3.38898579373545E-07,positive
rpm,3.38905260068748E-07,positive
autofac,3.39123637955441E-07,positive
protobuf-python,3.39412924175688E-07,positive
ecs-taskdefinition,3.39423850600206E-07,positive
strip,3.39511849423093E-07,positive
submenu,3.39631815924335E-07,positive
bezier,3.39662359036744E-07,positive
native-base,3.39769234116883E-07,positive
adyen,3.39830531641594E-07,positive
oracle-fusion-apps,3.40018481049221E-07,positive
h3,3.40080588201728E-07,positive
barcode,3.40230612211654E-07,positive
jsoup,3.40236810961533E-07,positive
xcuitest,3.40242957351014E-07,positive
mongodb-atlas-search,3.40313484238669E-07,positive
ubuntu-18.04,3.405107160971E-07,neutral
headless-cms,3.40550845168476E-07,positive
data-annotations,3.40577105593779E-07,positive
pose,3.40620296332728E-07,positive
swashbuckle.aspnetcore,3.40665721863177E-07,positive
swi-prolog,3.40670361148077E-07,positive
asp.net-blazor,3.40796588723505E-07,positive
for-json,3.40805725599539E-07,positive
trace32,3.40898244168422E-07,positive
ray-tune,3.40937813610279E-07,positive
buddypress,3.41103199500017E-07,positive
github-secret,3.41196767856748E-07,positive
react-beautiful-dnd,3.41276383783106E-07,positive
ggplotly,3.413196674083E-07,positive
immutability,3.41337103593875E-07,positive
gitversion,3.41352190462125E-07,positive
checkstyle,3.41410283521042E-07,positive
content-script,3.41465267550807E-07,positive
mirror,3.41490230415199E-07,positive
uvicorn,3.41901780465498E-07,positive
github-issues,3.41908214002274E-07,positive
draw,3.41950259681588E-07,positive
r2dbc-postgresql,3.42055919326611E-07,positive
ranking,3.42077919567311E-07,positive
amplitude-analytics,3.42101646113906E-07,positive
circular-reference,3.42212560069627E-07,positive
djoser,3.42496854620915E-07,positive
fuzzing,3.42542319339627E-07,positive
epub,3.42580446615136E-07,positive
angular-content-projection,3.4265944060243E-07,positive
facebook-webhooks,3.42733107246522E-07,positive
graylog,3.42832059389069E-07,positive
flutter-custompainter,3.43027897761882E-07,positive
powerdns,3.43059638552755E-07,positive
react-dropzone,3.43062104379915E-07,positive
c#-6.0,3.43315141104501E-07,positive
sjplot,3.43381965034042E-07,positive
vcl,3.43423175547791E-07,positive
koin,3.434411244312E-07,positive
native-web-component,3.4351118115003E-07,positive
flutter-textinputfield,3.43557463744179E-07,positive
text-alignment,3.43632572534911E-07,positive
jqgrid,3.43693302953604E-07,neutral
appointment,3.43767305129804E-07,positive
sql-server-2016,3.43977438013057E-07,positive
scriptable-object,3.442184019939E-07,positive
path-finding,3.44222886082575E-07,positive
atlassian-sourcetree,3.44373644833946E-07,positive
formal-verification,3.44403487277405E-07,positive
cancellation-token,3.44467502232009E-07,positive
v8,3.44490355456013E-07,positive
spring-cloud-dataflow,3.44559836526403E-07,positive
yacc,3.446394161529E-07,positive
classification,3.44686310727002E-07,positive
statefulwidget,3.44848513377885E-07,positive
avr-gcc,3.44947916566896E-07,positive
slide,3.44952420967264E-07,positive
wix3,3.45161045404257E-07,positive
ffmpeg-python,3.45466099666128E-07,positive
apple-developer,3.45526960368664E-07,positive
electron-react-boilerplate,3.45553078011393E-07,positive
wagtail-admin,3.45571561581573E-07,positive
typing,3.4563989106045E-07,positive
grpc-c#,3.45736026388477E-07,positive
vector-graphics,3.45913476238291E-07,positive
kde-plasma,3.46153777172864E-07,positive
dill,3.46183484183282E-07,positive
opam,3.46254903408254E-07,positive
redux-persist,3.46607012525986E-07,positive
airflow-api,3.46628350266057E-07,positive
lombok,3.46693704314413E-07,positive
android-jetpack-navigation,3.46767040503297E-07,positive
docusaurus,3.46792364972807E-07,positive
windows-runtime,3.46816764070445E-07,neutral
keras-layer,3.46817386423311E-07,positive
jax-ws,3.46891870388452E-07,positive
proc-sql,3.47058843627833E-07,positive
koa,3.47198111728227E-07,positive
flutter-bloc,3.47290046895646E-07,positive
ursina,3.47317082379699E-07,positive
video-upload,3.47411579990522E-07,positive
public-key-encryption,3.4742139566824E-07,positive
roslyn-code-analysis,3.47553772226062E-07,positive
minecraft-fabric,3.47735042879295E-07,positive
olap,3.47763672541421E-07,positive
bottom-navigation-bar,3.47834644484738E-07,positive
mlr3,3.47890445135218E-07,positive
filenotfoundexception,3.47928220408269E-07,positive
benchmarking,3.47956830606947E-07,positive
texteditingcontroller,3.48295228194136E-07,positive
watch,3.48428597388359E-07,positive
survminer,3.48563413818885E-07,positive
dna-sequence,3.48569874704498E-07,positive
linker-scripts,3.48669862389772E-07,positive
browserstack,3.4883025047493E-07,positive
librdkafka,3.48873374695931E-07,positive
navbar,3.48890749813814E-07,positive
eof,3.48970687047843E-07,positive
winrm,3.49045242031096E-07,positive
couchdb,3.49148616071312E-07,positive
live-streaming,3.49332005971639E-07,positive
dotnet-cli,3.49335681417316E-07,positive
whatsapi,3.49474719888211E-07,positive
ipados,3.49500763776873E-07,positive
cmake-custom-command,3.49569656426785E-07,positive
atmega32,3.49661747080792E-07,positive
bluez,3.49749261567552E-07,positive
excel-2010,3.49860519089971E-07,positive
google-swiffy,3.50103541219587E-07,positive
flame,3.50146382367414E-07,positive
amazon-workmail,3.50155228562572E-07,positive
allocation,3.50223088533882E-07,positive
sublimetext,3.5025585186891E-07,positive
pdfmake,3.50275422585713E-07,positive
openpdf,3.50478132565077E-07,positive
flutter-ios-build,3.50499332352069E-07,positive
terraform-provider-kubernetes,3.50644549345251E-07,positive
shiny-server,3.50728875353553E-07,positive
django-csrf,3.50966701832169E-07,positive
yahoo-finance,3.51293845757174E-07,positive
oracle,3.51716733939189E-07,neutral
eeglab,3.52077094010967E-07,positive
keyword-argument,3.52262165700629E-07,positive
angularfire,3.52423278702639E-07,positive
optuna,3.52445738428836E-07,positive
tcpclient,3.52540781249692E-07,positive
execute-script,3.52576442836613E-07,positive
optimizely,3.5258020165274E-07,positive
apigee,3.52592643059123E-07,positive
reportbuilder3.0,3.52630346277114E-07,positive
sqlcmd,3.52641653152138E-07,positive
google-cloud-datastore,3.52985496799954E-07,positive
javalin,3.53231124480769E-07,positive
quantile,3.53232345948782E-07,positive
seleniumwire,3.53301439842917E-07,positive
mysql-5.7,3.53465436549777E-07,positive
intersection-observer,3.53543701158475E-07,positive
create-react-app,3.53554906815499E-07,positive
aruco,3.53600305709835E-07,positive
thermal-printer,3.53644616072387E-07,positive
class-validator,3.53731823905968E-07,positive
tabview,3.53874921567234E-07,positive
masking,3.53931654288196E-07,positive
javadoc,3.54043205327363E-07,positive
handshake,3.54086861238172E-07,positive
termux,3.54131810623096E-07,positive
msw,3.54168679540426E-07,positive
gql,3.5423511093898E-07,positive
django-authentication,3.54398653141645E-07,positive
google-api-java-client,3.54509761472513E-07,positive
pwntools,3.54554395863394E-07,positive
html-lists,3.54583332652627E-07,positive
spotipy,3.54617831356913E-07,positive
c#-2.0,3.54814092790148E-07,positive
azure-blob-trigger,3.54895461493544E-07,positive
typography,3.54913731641697E-07,positive
buildroot,3.54921313071222E-07,positive
geom-text,3.54960241071967E-07,positive
django-validation,3.5522902983195E-07,positive
diskspace,3.554125068584E-07,positive
ota,3.55478477493318E-07,positive
remote-debugging,3.55633679352566E-07,positive
event-listener,3.5588707124442E-07,positive
automotive,3.55927352292491E-07,positive
banno-digital-toolkit,3.55942334570898E-07,positive
editorconfig,3.56417700635339E-07,positive
metafor,3.5654088716382E-07,positive
vue-chartjs,3.56642215830212E-07,positive
concurrent.futures,3.56679066904175E-07,positive
email-client,3.56768118646161E-07,positive
hls.js,3.56796823757916E-07,positive
uninstallation,3.56929227392785E-07,positive
sqlclient,3.56943518745605E-07,positive
bounding-box,3.57009365220478E-07,positive
cran,3.5702155301382E-07,positive
suitescript,3.57034609768704E-07,positive
ajv,3.57071930453124E-07,positive
text-recognition,3.57146298615301E-07,positive
solid,3.57583924460145E-07,positive
multi-page-application,3.57695497024808E-07,positive
speech-synthesis,3.57702517522668E-07,positive
google-apps-marketplace,3.57733981412821E-07,positive
python-tesseract,3.57793492406294E-07,positive
roc,3.57900253160522E-07,positive
apache-calcite,3.57927176619719E-07,positive
rtmp,3.57955687611221E-07,positive
auc,3.58146303541969E-07,positive
flink-table-api,3.58204903998257E-07,positive
binary-data,3.58309006461073E-07,positive
azure-iot-edge,3.58314414832982E-07,positive
angular-httpclient,3.58462933121152E-07,positive
dsl,3.58656037408839E-07,positive
qgraphicsscene,3.58694322493846E-07,positive
saxon-js,3.58704293952577E-07,positive
cics,3.58711578559101E-07,positive
lazy-evaluation,3.58805843721486E-07,positive
visual-studio-mac,3.58929835187614E-07,positive
rabbitmq-exchange,3.58940489886704E-07,positive
dkim,3.59100950600434E-07,positive
batch-rename,3.5911946758036E-07,positive
navigationbar,3.59158600762921E-07,positive
passport-google-oauth,3.59242750177989E-07,positive
closedxml,3.59604432821978E-07,positive
grails,3.59626356764073E-07,neutral
traffic-simulation,3.59652713109102E-07,positive
prefect,3.59685695788374E-07,positive
file-transfer,3.59735702908132E-07,positive
amazon-elasticache,3.60029818966502E-07,positive
kmm,3.60089170011266E-07,positive
sonarcloud,3.60269855714288E-07,positive
greatest-n-per-group,3.60314708250635E-07,neutral
twilio-taskrouter,3.60463937615964E-07,positive
app-config,3.60564319603523E-07,positive
ace-editor,3.60768751135626E-07,positive
node-oracledb,3.60810344850228E-07,positive
ethercat,3.60931659639518E-07,positive
dspace,3.61066614766874E-07,positive
google-analytics-firebase,3.6112397754247E-07,positive
yarn-lock.json,3.61126933449037E-07,positive
ebay-api,3.6120563235366E-07,positive
eventtrigger,3.61218600141226E-07,positive
universal-analytics,3.61441904626136E-07,positive
ionic6,3.6146812735856E-07,positive
cdi,3.61539191338731E-07,positive
azure-rm,3.61585848909135E-07,positive
google-docs-api,3.61681869730943E-07,positive
npm-run,3.6176153315575E-07,positive
vhdl,3.61891013055491E-07,positive
gsm,3.62068733553347E-07,positive
lauterbach,3.62129298842403E-07,positive
zscaler,3.62162826129788E-07,positive
pcl,3.62267556841311E-07,positive
dendrogram,3.62383847037038E-07,positive
automatic-differentiation,3.62438089944824E-07,positive
react-apollo,3.62489087773041E-07,positive
convex-optimization,3.62605819186056E-07,positive
dataframes.jl,3.62628939542559E-07,positive
azure-artifacts,3.6277116955157E-07,positive
pact,3.62947394736657E-07,positive
foundation,3.62961004779299E-07,positive
microsoft-graph-intune,3.63062443587073E-07,positive
viewmodifier,3.63135711360142E-07,neutral
privileges,3.63143155304932E-07,positive
spring-thymeleaf,3.63148578434048E-07,positive
rbenv,3.63198487809605E-07,positive
android-jetpack-datastore,3.63245097850116E-07,positive
model-binding,3.63328836720204E-07,positive
building,3.63390333559322E-07,positive
rich,3.63584196003367E-07,positive
angular-http-interceptors,3.63641925478639E-07,positive
log4net,3.63675774582926E-07,positive
layout-manager,3.63707818454913E-07,positive
horizontal-scrolling,3.63712711518109E-07,positive
select-for-update,3.63732577970419E-07,positive
docker-in-docker,3.63753725320702E-07,positive
narrowing,3.63834336279577E-07,positive
pkcs#11,3.63844849008659E-07,positive
spring-autoconfiguration,3.63857021979537E-07,positive
ovh,3.6389256196937E-07,positive
spring-cache,3.63968068134532E-07,positive
osquery,3.63973940725633E-07,positive
roboflow,3.6400767327485E-07,positive
qiime,3.64026698426003E-07,positive
tags,3.64195060068294E-07,positive
paypal-rest-sdk,3.64253345847332E-07,positive
steam-web-api,3.64384370597474E-07,positive
ping,3.64503669340192E-07,positive
integer-overflow,3.64611827270257E-07,positive
google-nearby-connections,3.6485206992472E-07,positive
